,Country,Year,avg_rain,avg_temp,Pesticides (tonnes),Item,Yield (hg/ha)
4223,Brazil,2007,1761,25.44,304031.0,Maize,37852
4224,Brazil,2007,1761,25.44,304031.0,Potatoes,240356
4225,Brazil,2007,1761,25.44,304031.0,"Rice, paddy",38260
4226,Brazil,2007,1761,25.44,304031.0,Sorghum,21731
4227,Brazil,2007,1761,25.44,304031.0,Soybeans,28133
4228,Brazil,2007,1761,25.44,304031.0,Sweet potatoes,120680
4229,Brazil,2007,1761,25.44,304031.0,Wheat,22199
4230,Brazil,2007,1761,25.44,304031.0,Yams,92593
4231,Brazil,2008,1761,21.86,312637.0,Cassava,141371
4232,Brazil,2008,1761,21.86,312637.0,Maize,40800
4233,Brazil,2008,1761,21.86,312637.0,Potatoes,253729
4234,Brazil,2008,1761,21.86,312637.0,"Rice, paddy",42311
4235,Brazil,2008,1761,21.86,312637.0,Sorghum,24105
4236,Brazil,2008,1761,21.86,312637.0,Soybeans,28162
4237,Brazil,2008,1761,21.86,312637.0,Sweet potatoes,120398
4238,Brazil,2008,1761,21.86,312637.0,Wheat,25497
4239,Brazil,2008,1761,21.86,312637.0,Yams,93753
4240,Brazil,2008,1761,20.22,312637.0,Cassava,141371
4241,Brazil,2008,1761,20.22,312637.0,Maize,40800
4242,Brazil,2008,1761,20.22,312637.0,Potatoes,253729
4243,Brazil,2008,1761,20.22,312637.0,"Rice, paddy",42311
4244,Brazil,2008,1761,20.22,312637.0,Sorghum,24105
4245,Brazil,2008,1761,20.22,312637.0,Soybeans,28162
4246,Brazil,2008,1761,20.22,312637.0,Sweet potatoes,120398
4247,Brazil,2008,1761,20.22,312637.0,Wheat,25497
4248,Brazil,2008,1761,20.22,312637.0,Yams,93753
4249,Brazil,2008,1761,17.88,312637.0,Cassava,141371
4250,Brazil,2008,1761,17.88,312637.0,Maize,40800
4251,Brazil,2008,1761,17.88,312637.0,Potatoes,253729
4252,Brazil,2008,1761,17.88,312637.0,"Rice, paddy",42311
4253,Brazil,2008,1761,17.88,312637.0,Sorghum,24105
4254,Brazil,2008,1761,17.88,312637.0,Soybeans,28162
4255,Brazil,2008,1761,17.88,312637.0,Sweet potatoes,120398
4256,Brazil,2008,1761,17.88,312637.0,Wheat,25497
4257,Brazil,2008,1761,17.88,312637.0,Yams,93753
4258,Brazil,2008,1761,17.88,312637.0,Cassava,141371
4259,Brazil,2008,1761,17.88,312637.0,Maize,40800
4260,Brazil,2008,1761,17.88,312637.0,Potatoes,253729
4261,Brazil,2008,1761,17.88,312637.0,"Rice, paddy",42311
4262,Brazil,2008,1761,17.88,312637.0,Sorghum,24105
4263,Brazil,2008,1761,17.88,312637.0,Soybeans,28162
4264,Brazil,2008,1761,17.88,312637.0,Sweet potatoes,120398
4265,Brazil,2008,1761,17.88,312637.0,Wheat,25497
4266,Brazil,2008,1761,17.88,312637.0,Yams,93753
4267,Brazil,2008,1761,27.54,312637.0,Cassava,141371
4268,Brazil,2008,1761,27.54,312637.0,Maize,40800
4269,Brazil,2008,1761,27.54,312637.0,Potatoes,253729
4270,Brazil,2008,1761,27.54,312637.0,"Rice, paddy",42311
4271,Brazil,2008,1761,27.54,312637.0,Sorghum,24105
4272,Brazil,2008,1761,27.54,312637.0,Soybeans,28162
4273,Brazil,2008,1761,27.54,312637.0,Sweet potatoes,120398
4274,Brazil,2008,1761,27.54,312637.0,Wheat,25497
4275,Brazil,2008,1761,27.54,312637.0,Yams,93753
4276,Brazil,2008,1761,20.22,312637.0,Cassava,141371
4277,Brazil,2008,1761,20.22,312637.0,Maize,40800
4278,Brazil,2008,1761,20.22,312637.0,Potatoes,253729
4279,Brazil,2008,1761,20.22,312637.0,"Rice, paddy",42311
4280,Brazil,2008,1761,20.22,312637.0,Sorghum,24105
4281,Brazil,2008,1761,20.22,312637.0,Soybeans,28162
4282,Brazil,2008,1761,20.22,312637.0,Sweet potatoes,120398
4283,Brazil,2008,1761,20.22,312637.0,Wheat,25497
4284,Brazil,2008,1761,20.22,312637.0,Yams,93753
4285,Brazil,2008,1761,26.94,312637.0,Cassava,141371
4286,Brazil,2008,1761,26.94,312637.0,Maize,40800
4287,Brazil,2008,1761,26.94,312637.0,Potatoes,253729
4288,Brazil,2008,1761,26.94,312637.0,"Rice, paddy",42311
4289,Brazil,2008,1761,26.94,312637.0,Sorghum,24105
4290,Brazil,2008,1761,26.94,312637.0,Soybeans,28162
4291,Brazil,2008,1761,26.94,312637.0,Sweet potatoes,120398
4292,Brazil,2008,1761,26.94,312637.0,Wheat,25497
4293,Brazil,2008,1761,26.94,312637.0,Yams,93753
4294,Brazil,2008,1761,18.8,312637.0,Cassava,141371
4295,Brazil,2008,1761,18.8,312637.0,Maize,40800
4296,Brazil,2008,1761,18.8,312637.0,Potatoes,253729
4297,Brazil,2008,1761,18.8,312637.0,"Rice, paddy",42311
4298,Brazil,2008,1761,18.8,312637.0,Sorghum,24105
4299,Brazil,2008,1761,18.8,312637.0,Soybeans,28162
4300,Brazil,2008,1761,18.8,312637.0,Sweet potatoes,120398
4301,Brazil,2008,1761,18.8,312637.0,Wheat,25497
4302,Brazil,2008,1761,18.8,312637.0,Yams,93753
4303,Brazil,2008,1761,25.96,312637.0,Cassava,141371
4304,Brazil,2008,1761,25.96,312637.0,Maize,40800
4305,Brazil,2008,1761,25.96,312637.0,Potatoes,253729
4306,Brazil,2008,1761,25.96,312637.0,"Rice, paddy",42311
4307,Brazil,2008,1761,25.96,312637.0,Sorghum,24105
4308,Brazil,2008,1761,25.96,312637.0,Soybeans,28162
4309,Brazil,2008,1761,25.96,312637.0,Sweet potatoes,120398
4310,Brazil,2008,1761,25.96,312637.0,Wheat,25497
4311,Brazil,2008,1761,25.96,312637.0,Yams,93753
4312,Brazil,2008,1761,24.26,312637.0,Cassava,141371
4313,Brazil,2008,1761,24.26,312637.0,Maize,40800
4314,Brazil,2008,1761,24.26,312637.0,Potatoes,253729
4315,Brazil,2008,1761,24.26,312637.0,"Rice, paddy",42311
4316,Brazil,2008,1761,24.26,312637.0,Sorghum,24105
4317,Brazil,2008,1761,24.26,312637.0,Soybeans,28162
4318,Brazil,2008,1761,24.26,312637.0,Sweet potatoes,120398
4319,Brazil,2008,1761,24.26,312637.0,Wheat,25497
4320,Brazil,2008,1761,24.26,312637.0,Yams,93753
4321,Brazil,2008,1761,25.54,312637.0,Cassava,141371
4322,Brazil,2008,1761,25.54,312637.0,Maize,40800
4323,Brazil,2008,1761,25.54,312637.0,Potatoes,253729
4324,Brazil,2008,1761,25.54,312637.0,"Rice, paddy",42311
4325,Brazil,2008,1761,25.54,312637.0,Sorghum,24105
4326,Brazil,2008,1761,25.54,312637.0,Soybeans,28162
4327,Brazil,2008,1761,25.54,312637.0,Sweet potatoes,120398
4328,Brazil,2008,1761,25.54,312637.0,Wheat,25497
4329,Brazil,2008,1761,25.54,312637.0,Yams,93753
4330,Brazil,2009,1761,22.25,335742.0,Cassava,138613
4331,Brazil,2009,1761,22.25,335742.0,Maize,37145
4332,Brazil,2009,1761,22.25,335742.0,Potatoes,248299
4333,Brazil,2009,1761,22.25,335742.0,"Rice, paddy",44049
4334,Brazil,2009,1761,22.25,335742.0,Sorghum,23378
4335,Brazil,2009,1761,22.25,335742.0,Soybeans,26365
4336,Brazil,2009,1761,22.25,335742.0,Sweet potatoes,113035
4337,Brazil,2009,1761,22.25,335742.0,Wheat,20802
4338,Brazil,2009,1761,22.25,335742.0,Yams,94599
4339,Brazil,2009,1761,20.78,335742.0,Cassava,138613
4340,Brazil,2009,1761,20.78,335742.0,Maize,37145
4341,Brazil,2009,1761,20.78,335742.0,Potatoes,248299
4342,Brazil,2009,1761,20.78,335742.0,"Rice, paddy",44049
4343,Brazil,2009,1761,20.78,335742.0,Sorghum,23378
4344,Brazil,2009,1761,20.78,335742.0,Soybeans,26365
4345,Brazil,2009,1761,20.78,335742.0,Sweet potatoes,113035
4346,Brazil,2009,1761,20.78,335742.0,Wheat,20802
4347,Brazil,2009,1761,20.78,335742.0,Yams,94599
4348,Brazil,2009,1761,18.38,335742.0,Cassava,138613
4349,Brazil,2009,1761,18.38,335742.0,Maize,37145
4350,Brazil,2009,1761,18.38,335742.0,Potatoes,248299
4351,Brazil,2009,1761,18.38,335742.0,"Rice, paddy",44049
4352,Brazil,2009,1761,18.38,335742.0,Sorghum,23378
4353,Brazil,2009,1761,18.38,335742.0,Soybeans,26365
4354,Brazil,2009,1761,18.38,335742.0,Sweet potatoes,113035
4355,Brazil,2009,1761,18.38,335742.0,Wheat,20802
4356,Brazil,2009,1761,18.38,335742.0,Yams,94599
4357,Brazil,2009,1761,18.38,335742.0,Cassava,138613
4358,Brazil,2009,1761,18.38,335742.0,Maize,37145
4359,Brazil,2009,1761,18.38,335742.0,Potatoes,248299
4360,Brazil,2009,1761,18.38,335742.0,"Rice, paddy",44049
4361,Brazil,2009,1761,18.38,335742.0,Sorghum,23378
4362,Brazil,2009,1761,18.38,335742.0,Soybeans,26365
4363,Brazil,2009,1761,18.38,335742.0,Sweet potatoes,113035
4364,Brazil,2009,1761,18.38,335742.0,Wheat,20802
4365,Brazil,2009,1761,18.38,335742.0,Yams,94599
4366,Brazil,2009,1761,27.39,335742.0,Cassava,138613
4367,Brazil,2009,1761,27.39,335742.0,Maize,37145
4368,Brazil,2009,1761,27.39,335742.0,Potatoes,248299
4369,Brazil,2009,1761,27.39,335742.0,"Rice, paddy",44049
4370,Brazil,2009,1761,27.39,335742.0,Sorghum,23378
4371,Brazil,2009,1761,27.39,335742.0,Soybeans,26365
4372,Brazil,2009,1761,27.39,335742.0,Sweet potatoes,113035
4373,Brazil,2009,1761,27.39,335742.0,Wheat,20802
4374,Brazil,2009,1761,27.39,335742.0,Yams,94599
4375,Brazil,2009,1761,20.78,335742.0,Cassava,138613
4376,Brazil,2009,1761,20.78,335742.0,Maize,37145
4377,Brazil,2009,1761,20.78,335742.0,Potatoes,248299
4378,Brazil,2009,1761,20.78,335742.0,"Rice, paddy",44049
4379,Brazil,2009,1761,20.78,335742.0,Sorghum,23378
4380,Brazil,2009,1761,20.78,335742.0,Soybeans,26365
4381,Brazil,2009,1761,20.78,335742.0,Sweet potatoes,113035
4382,Brazil,2009,1761,20.78,335742.0,Wheat,20802
4383,Brazil,2009,1761,20.78,335742.0,Yams,94599
4384,Brazil,2009,1761,27.39,335742.0,Cassava,138613
4385,Brazil,2009,1761,27.39,335742.0,Maize,37145
4386,Brazil,2009,1761,27.39,335742.0,Potatoes,248299
4387,Brazil,2009,1761,27.39,335742.0,"Rice, paddy",44049
4388,Brazil,2009,1761,27.39,335742.0,Sorghum,23378
4389,Brazil,2009,1761,27.39,335742.0,Soybeans,26365
4390,Brazil,2009,1761,27.39,335742.0,Sweet potatoes,113035
4391,Brazil,2009,1761,27.39,335742.0,Wheat,20802
4392,Brazil,2009,1761,27.39,335742.0,Yams,94599
4393,Brazil,2009,1761,18.84,335742.0,Cassava,138613
4394,Brazil,2009,1761,18.84,335742.0,Maize,37145
4395,Brazil,2009,1761,18.84,335742.0,Potatoes,248299
4396,Brazil,2009,1761,18.84,335742.0,"Rice, paddy",44049
4397,Brazil,2009,1761,18.84,335742.0,Sorghum,23378
4398,Brazil,2009,1761,18.84,335742.0,Soybeans,26365
4399,Brazil,2009,1761,18.84,335742.0,Sweet potatoes,113035
4400,Brazil,2009,1761,18.84,335742.0,Wheat,20802
4401,Brazil,2009,1761,18.84,335742.0,Yams,94599
4402,Brazil,2009,1761,26.3,335742.0,Cassava,138613
4403,Brazil,2009,1761,26.3,335742.0,Maize,37145
4404,Brazil,2009,1761,26.3,335742.0,Potatoes,248299
4405,Brazil,2009,1761,26.3,335742.0,"Rice, paddy",44049
4406,Brazil,2009,1761,26.3,335742.0,Sorghum,23378
4407,Brazil,2009,1761,26.3,335742.0,Soybeans,26365
4408,Brazil,2009,1761,26.3,335742.0,Sweet potatoes,113035
4409,Brazil,2009,1761,26.3,335742.0,Wheat,20802
4410,Brazil,2009,1761,26.3,335742.0,Yams,94599
4411,Brazil,2009,1761,24.98,335742.0,Cassava,138613
4412,Brazil,2009,1761,24.98,335742.0,Maize,37145
4413,Brazil,2009,1761,24.98,335742.0,Potatoes,248299
4414,Brazil,2009,1761,24.98,335742.0,"Rice, paddy",44049
4415,Brazil,2009,1761,24.98,335742.0,Sorghum,23378
4416,Brazil,2009,1761,24.98,335742.0,Soybeans,26365
4417,Brazil,2009,1761,24.98,335742.0,Sweet potatoes,113035
4418,Brazil,2009,1761,24.98,335742.0,Wheat,20802
4419,Brazil,2009,1761,24.98,335742.0,Yams,94599
4420,Brazil,2009,1761,26.0,335742.0,Cassava,138613
4421,Brazil,2009,1761,26.0,335742.0,Maize,37145
4422,Brazil,2009,1761,26.0,335742.0,Potatoes,248299
4423,Brazil,2009,1761,26.0,335742.0,"Rice, paddy",44049
4424,Brazil,2009,1761,26.0,335742.0,Sorghum,23378
4425,Brazil,2009,1761,26.0,335742.0,Soybeans,26365
4426,Brazil,2009,1761,26.0,335742.0,Sweet potatoes,113035
4427,Brazil,2009,1761,26.0,335742.0,Wheat,20802
4428,Brazil,2009,1761,26.0,335742.0,Yams,94599
4429,Brazil,2010,1761,22.12,342580.0,Cassava,139499
4430,Brazil,2010,1761,22.12,342580.0,Maize,43667
4431,Brazil,2010,1761,22.12,342580.0,Potatoes,258859
4432,Brazil,2010,1761,22.12,342580.0,"Rice, paddy",41271
4433,Brazil,2010,1761,22.12,342580.0,Sorghum,23172
4434,Brazil,2010,1761,22.12,342580.0,Soybeans,29475
4435,Brazil,2010,1761,22.12,342580.0,Sweet potatoes,118459
4436,Brazil,2010,1761,22.12,342580.0,Wheat,28288
4437,Brazil,2010,1761,22.12,342580.0,Yams,95332
4438,Brazil,2010,1761,20.72,342580.0,Cassava,139499
4439,Brazil,2010,1761,20.72,342580.0,Maize,43667
4440,Brazil,2010,1761,20.72,342580.0,Potatoes,258859
4441,Brazil,2010,1761,20.72,342580.0,"Rice, paddy",41271
4442,Brazil,2010,1761,20.72,342580.0,Sorghum,23172
4443,Brazil,2010,1761,20.72,342580.0,Soybeans,29475
4444,Brazil,2010,1761,20.72,342580.0,Sweet potatoes,118459
4445,Brazil,2010,1761,20.72,342580.0,Wheat,28288
4446,Brazil,2010,1761,20.72,342580.0,Yams,95332
4447,Brazil,2010,1761,18.18,342580.0,Cassava,139499
4448,Brazil,2010,1761,18.18,342580.0,Maize,43667
4449,Brazil,2010,1761,18.18,342580.0,Potatoes,258859
4450,Brazil,2010,1761,18.18,342580.0,"Rice, paddy",41271
4451,Brazil,2010,1761,18.18,342580.0,Sorghum,23172
4452,Brazil,2010,1761,18.18,342580.0,Soybeans,29475
4453,Brazil,2010,1761,18.18,342580.0,Sweet potatoes,118459
4454,Brazil,2010,1761,18.18,342580.0,Wheat,28288
4455,Brazil,2010,1761,18.18,342580.0,Yams,95332
4456,Brazil,2010,1761,18.18,342580.0,Cassava,139499
4457,Brazil,2010,1761,18.18,342580.0,Maize,43667
4458,Brazil,2010,1761,18.18,342580.0,Potatoes,258859
4459,Brazil,2010,1761,18.18,342580.0,"Rice, paddy",41271
4460,Brazil,2010,1761,18.18,342580.0,Sorghum,23172
4461,Brazil,2010,1761,18.18,342580.0,Soybeans,29475
4462,Brazil,2010,1761,18.18,342580.0,Sweet potatoes,118459
4463,Brazil,2010,1761,18.18,342580.0,Wheat,28288
4464,Brazil,2010,1761,18.18,342580.0,Yams,95332
4465,Brazil,2010,1761,28.18,342580.0,Cassava,139499
4466,Brazil,2010,1761,28.18,342580.0,Maize,43667
4467,Brazil,2010,1761,28.18,342580.0,Potatoes,258859
4468,Brazil,2010,1761,28.18,342580.0,"Rice, paddy",41271
4469,Brazil,2010,1761,28.18,342580.0,Sorghum,23172
4470,Brazil,2010,1761,28.18,342580.0,Soybeans,29475
4471,Brazil,2010,1761,28.18,342580.0,Sweet potatoes,118459
4472,Brazil,2010,1761,28.18,342580.0,Wheat,28288
4473,Brazil,2010,1761,28.18,342580.0,Yams,95332
4474,Brazil,2010,1761,20.72,342580.0,Cassava,139499
4475,Brazil,2010,1761,20.72,342580.0,Maize,43667
4476,Brazil,2010,1761,20.72,342580.0,Potatoes,258859
4477,Brazil,2010,1761,20.72,342580.0,"Rice, paddy",41271
4478,Brazil,2010,1761,20.72,342580.0,Sorghum,23172
4479,Brazil,2010,1761,20.72,342580.0,Soybeans,29475
4480,Brazil,2010,1761,20.72,342580.0,Sweet potatoes,118459
4481,Brazil,2010,1761,20.72,342580.0,Wheat,28288
4482,Brazil,2010,1761,20.72,342580.0,Yams,95332
4483,Brazil,2010,1761,27.56,342580.0,Cassava,139499
4484,Brazil,2010,1761,27.56,342580.0,Maize,43667
4485,Brazil,2010,1761,27.56,342580.0,Potatoes,258859
4486,Brazil,2010,1761,27.56,342580.0,"Rice, paddy",41271
4487,Brazil,2010,1761,27.56,342580.0,Sorghum,23172
4488,Brazil,2010,1761,27.56,342580.0,Soybeans,29475
4489,Brazil,2010,1761,27.56,342580.0,Sweet potatoes,118459
4490,Brazil,2010,1761,27.56,342580.0,Wheat,28288
4491,Brazil,2010,1761,27.56,342580.0,Yams,95332
4492,Brazil,2010,1761,19.01,342580.0,Cassava,139499
4493,Brazil,2010,1761,19.01,342580.0,Maize,43667
4494,Brazil,2010,1761,19.01,342580.0,Potatoes,258859
4495,Brazil,2010,1761,19.01,342580.0,"Rice, paddy",41271
4496,Brazil,2010,1761,19.01,342580.0,Sorghum,23172
4497,Brazil,2010,1761,19.01,342580.0,Soybeans,29475
4498,Brazil,2010,1761,19.01,342580.0,Sweet potatoes,118459
4499,Brazil,2010,1761,19.01,342580.0,Wheat,28288
4500,Brazil,2010,1761,19.01,342580.0,Yams,95332
4501,Brazil,2010,1761,26.3,342580.0,Cassava,139499
4502,Brazil,2010,1761,26.3,342580.0,Maize,43667
4503,Brazil,2010,1761,26.3,342580.0,Potatoes,258859
4504,Brazil,2010,1761,26.3,342580.0,"Rice, paddy",41271
4505,Brazil,2010,1761,26.3,342580.0,Sorghum,23172
4506,Brazil,2010,1761,26.3,342580.0,Soybeans,29475
4507,Brazil,2010,1761,26.3,342580.0,Sweet potatoes,118459
4508,Brazil,2010,1761,26.3,342580.0,Wheat,28288
4509,Brazil,2010,1761,26.3,342580.0,Yams,95332
4510,Brazil,2010,1761,24.95,342580.0,Cassava,139499
4511,Brazil,2010,1761,24.95,342580.0,Maize,43667
4512,Brazil,2010,1761,24.95,342580.0,Potatoes,258859
4513,Brazil,2010,1761,24.95,342580.0,"Rice, paddy",41271
4514,Brazil,2010,1761,24.95,342580.0,Sorghum,23172
4515,Brazil,2010,1761,24.95,342580.0,Soybeans,29475
4516,Brazil,2010,1761,24.95,342580.0,Sweet potatoes,118459
4517,Brazil,2010,1761,24.95,342580.0,Wheat,28288
4518,Brazil,2010,1761,24.95,342580.0,Yams,95332
4519,Brazil,2010,1761,25.78,342580.0,Cassava,139499
4520,Brazil,2010,1761,25.78,342580.0,Maize,43667
4521,Brazil,2010,1761,25.78,342580.0,Potatoes,258859
4522,Brazil,2010,1761,25.78,342580.0,"Rice, paddy",41271
4523,Brazil,2010,1761,25.78,342580.0,Sorghum,23172
4524,Brazil,2010,1761,25.78,342580.0,Soybeans,29475
4525,Brazil,2010,1761,25.78,342580.0,Sweet potatoes,118459
4526,Brazil,2010,1761,25.78,342580.0,Wheat,28288
4527,Brazil,2010,1761,25.78,342580.0,Yams,95332
4528,Brazil,2011,1761,21.74,345026.0,Cassava,146230
4529,Brazil,2011,1761,21.74,345026.0,Maize,42107
4530,Brazil,2011,1761,21.74,345026.0,Potatoes,262528
4531,Brazil,2011,1761,21.74,345026.0,"Rice, paddy",48956
4532,Brazil,2011,1761,21.74,345026.0,Sorghum,25497
4533,Brazil,2011,1761,21.74,345026.0,Soybeans,31214
4534,Brazil,2011,1761,21.74,345026.0,Sweet potatoes,124266
4535,Brazil,2011,1761,21.74,345026.0,Wheat,26602
4536,Brazil,2011,1761,21.74,345026.0,Yams,96414
4537,Brazil,2011,1761,20.33,345026.0,Cassava,146230
4538,Brazil,2011,1761,20.33,345026.0,Maize,42107
4539,Brazil,2011,1761,20.33,345026.0,Potatoes,262528
4540,Brazil,2011,1761,20.33,345026.0,"Rice, paddy",48956
4541,Brazil,2011,1761,20.33,345026.0,Sorghum,25497
4542,Brazil,2011,1761,20.33,345026.0,Soybeans,31214
4543,Brazil,2011,1761,20.33,345026.0,Sweet potatoes,124266
4544,Brazil,2011,1761,20.33,345026.0,Wheat,26602
4545,Brazil,2011,1761,20.33,345026.0,Yams,96414
4546,Brazil,2011,1761,18.01,345026.0,Cassava,146230
4547,Brazil,2011,1761,18.01,345026.0,Maize,42107
4548,Brazil,2011,1761,18.01,345026.0,Potatoes,262528
4549,Brazil,2011,1761,18.01,345026.0,"Rice, paddy",48956
4550,Brazil,2011,1761,18.01,345026.0,Sorghum,25497
4551,Brazil,2011,1761,18.01,345026.0,Soybeans,31214
4552,Brazil,2011,1761,18.01,345026.0,Sweet potatoes,124266
4553,Brazil,2011,1761,18.01,345026.0,Wheat,26602
4554,Brazil,2011,1761,18.01,345026.0,Yams,96414
4555,Brazil,2011,1761,18.01,345026.0,Cassava,146230
4556,Brazil,2011,1761,18.01,345026.0,Maize,42107
4557,Brazil,2011,1761,18.01,345026.0,Potatoes,262528
4558,Brazil,2011,1761,18.01,345026.0,"Rice, paddy",48956
4559,Brazil,2011,1761,18.01,345026.0,Sorghum,25497
4560,Brazil,2011,1761,18.01,345026.0,Soybeans,31214
4561,Brazil,2011,1761,18.01,345026.0,Sweet potatoes,124266
4562,Brazil,2011,1761,18.01,345026.0,Wheat,26602
4563,Brazil,2011,1761,18.01,345026.0,Yams,96414
4564,Brazil,2011,1761,27.36,345026.0,Cassava,146230
4565,Brazil,2011,1761,27.36,345026.0,Maize,42107
4566,Brazil,2011,1761,27.36,345026.0,Potatoes,262528
4567,Brazil,2011,1761,27.36,345026.0,"Rice, paddy",48956
4568,Brazil,2011,1761,27.36,345026.0,Sorghum,25497
4569,Brazil,2011,1761,27.36,345026.0,Soybeans,31214
4570,Brazil,2011,1761,27.36,345026.0,Sweet potatoes,124266
4571,Brazil,2011,1761,27.36,345026.0,Wheat,26602
4572,Brazil,2011,1761,27.36,345026.0,Yams,96414
4573,Brazil,2011,1761,20.33,345026.0,Cassava,146230
4574,Brazil,2011,1761,20.33,345026.0,Maize,42107
4575,Brazil,2011,1761,20.33,345026.0,Potatoes,262528
4576,Brazil,2011,1761,20.33,345026.0,"Rice, paddy",48956
4577,Brazil,2011,1761,20.33,345026.0,Sorghum,25497
4578,Brazil,2011,1761,20.33,345026.0,Soybeans,31214
4579,Brazil,2011,1761,20.33,345026.0,Sweet potatoes,124266
4580,Brazil,2011,1761,20.33,345026.0,Wheat,26602
4581,Brazil,2011,1761,20.33,345026.0,Yams,96414
4582,Brazil,2011,1761,27.29,345026.0,Cassava,146230
4583,Brazil,2011,1761,27.29,345026.0,Maize,42107
4584,Brazil,2011,1761,27.29,345026.0,Potatoes,262528
4585,Brazil,2011,1761,27.29,345026.0,"Rice, paddy",48956
4586,Brazil,2011,1761,27.29,345026.0,Sorghum,25497
4587,Brazil,2011,1761,27.29,345026.0,Soybeans,31214
4588,Brazil,2011,1761,27.29,345026.0,Sweet potatoes,124266
4589,Brazil,2011,1761,27.29,345026.0,Wheat,26602
4590,Brazil,2011,1761,27.29,345026.0,Yams,96414
4591,Brazil,2011,1761,18.82,345026.0,Cassava,146230
4592,Brazil,2011,1761,18.82,345026.0,Maize,42107
4593,Brazil,2011,1761,18.82,345026.0,Potatoes,262528
4594,Brazil,2011,1761,18.82,345026.0,"Rice, paddy",48956
4595,Brazil,2011,1761,18.82,345026.0,Sorghum,25497
4596,Brazil,2011,1761,18.82,345026.0,Soybeans,31214
4597,Brazil,2011,1761,18.82,345026.0,Sweet potatoes,124266
4598,Brazil,2011,1761,18.82,345026.0,Wheat,26602
4599,Brazil,2011,1761,18.82,345026.0,Yams,96414
4600,Brazil,2011,1761,25.89,345026.0,Cassava,146230
4601,Brazil,2011,1761,25.89,345026.0,Maize,42107
4602,Brazil,2011,1761,25.89,345026.0,Potatoes,262528
4603,Brazil,2011,1761,25.89,345026.0,"Rice, paddy",48956
4604,Brazil,2011,1761,25.89,345026.0,Sorghum,25497
4605,Brazil,2011,1761,25.89,345026.0,Soybeans,31214
4606,Brazil,2011,1761,25.89,345026.0,Sweet potatoes,124266
4607,Brazil,2011,1761,25.89,345026.0,Wheat,26602
4608,Brazil,2011,1761,25.89,345026.0,Yams,96414
4609,Brazil,2011,1761,24.32,345026.0,Cassava,146230
4610,Brazil,2011,1761,24.32,345026.0,Maize,42107
4611,Brazil,2011,1761,24.32,345026.0,Potatoes,262528
4612,Brazil,2011,1761,24.32,345026.0,"Rice, paddy",48956
4613,Brazil,2011,1761,24.32,345026.0,Sorghum,25497
4614,Brazil,2011,1761,24.32,345026.0,Soybeans,31214
4615,Brazil,2011,1761,24.32,345026.0,Sweet potatoes,124266
4616,Brazil,2011,1761,24.32,345026.0,Wheat,26602
4617,Brazil,2011,1761,24.32,345026.0,Yams,96414
4618,Brazil,2011,1761,25.28,345026.0,Cassava,146230
4619,Brazil,2011,1761,25.28,345026.0,Maize,42107
4620,Brazil,2011,1761,25.28,345026.0,Potatoes,262528
4621,Brazil,2011,1761,25.28,345026.0,"Rice, paddy",48956
4622,Brazil,2011,1761,25.28,345026.0,Sorghum,25497
4623,Brazil,2011,1761,25.28,345026.0,Soybeans,31214
4624,Brazil,2011,1761,25.28,345026.0,Sweet potatoes,124266
4625,Brazil,2011,1761,25.28,345026.0,Wheat,26602
4626,Brazil,2011,1761,25.28,345026.0,Yams,96414
4627,Brazil,2012,1761,22.16,346583.0,Cassava,136118
4628,Brazil,2012,1761,22.16,346583.0,Maize,50057
4629,Brazil,2012,1761,22.16,346583.0,Potatoes,274457
4630,Brazil,2012,1761,22.16,346583.0,"Rice, paddy",47860
4631,Brazil,2012,1761,22.16,346583.0,Sorghum,29317
4632,Brazil,2012,1761,22.16,346583.0,Soybeans,26366
4633,Brazil,2012,1761,22.16,346583.0,Sweet potatoes,121926
4634,Brazil,2012,1761,22.16,346583.0,Wheat,23100
4635,Brazil,2012,1761,22.16,346583.0,Yams,97619
4636,Brazil,2012,1761,21.02,346583.0,Cassava,136118
4637,Brazil,2012,1761,21.02,346583.0,Maize,50057
4638,Brazil,2012,1761,21.02,346583.0,Potatoes,274457
4639,Brazil,2012,1761,21.02,346583.0,"Rice, paddy",47860
4640,Brazil,2012,1761,21.02,346583.0,Sorghum,29317
4641,Brazil,2012,1761,21.02,346583.0,Soybeans,26366
4642,Brazil,2012,1761,21.02,346583.0,Sweet potatoes,121926
4643,Brazil,2012,1761,21.02,346583.0,Wheat,23100
4644,Brazil,2012,1761,21.02,346583.0,Yams,97619
4645,Brazil,2012,1761,18.8,346583.0,Cassava,136118
4646,Brazil,2012,1761,18.8,346583.0,Maize,50057
4647,Brazil,2012,1761,18.8,346583.0,Potatoes,274457
4648,Brazil,2012,1761,18.8,346583.0,"Rice, paddy",47860
4649,Brazil,2012,1761,18.8,346583.0,Sorghum,29317
4650,Brazil,2012,1761,18.8,346583.0,Soybeans,26366
4651,Brazil,2012,1761,18.8,346583.0,Sweet potatoes,121926
4652,Brazil,2012,1761,18.8,346583.0,Wheat,23100
4653,Brazil,2012,1761,18.8,346583.0,Yams,97619
4654,Brazil,2012,1761,18.8,346583.0,Cassava,136118
4655,Brazil,2012,1761,18.8,346583.0,Maize,50057
4656,Brazil,2012,1761,18.8,346583.0,Potatoes,274457
4657,Brazil,2012,1761,18.8,346583.0,"Rice, paddy",47860
4658,Brazil,2012,1761,18.8,346583.0,Sorghum,29317
